"LOCATION","DISTRICT","SENSITIVITY ZONE","INTERVENTION","OPERATION START DATE","OPERATION END DATE"
"Goss St between Pine St and Wood St","D3","High","Closure","September 02, 2025","September 05, 2025"
"Pine St between 8th St and Goss St","D3","High","Closure","September 02, 2025","September 05, 2025"
"Wood St between 7th St and Goss St","D3","High","Closure","September 02, 2025","September 05, 2025"
"7th St between Willow St and Wood St","D3","High","Closure","September 02, 2025","September 05, 2025"
"5th St. between Mandela Pkwy & Union","D3","High","Closure","September 02, 2025","September 05, 2025"
"Broadway between Embarcadero West and 2nd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Broadway between 2nd St and 3rd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Broadway between 3rd St & 4th St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Franklin st between Embarcadero West and 2nd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Franklin st between 2nd St and 3rd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Franklin st between 3rd St and 4th St","D3","High","Closure","July 28, 2025","August 01, 2025"
"4th St between Clay St and Washington St","D3","High","Closure","July 28, 2025","August 01, 2025"
"4th St between Washington St & Broadway","D3","High","Closure","July 28, 2025","August 01, 2025"
"4th St between Broadway and Franklin St","D3","High","Closure","July 28, 2025","August 01, 2025"
"3rd St between Clay St and Washington St","D3","High","Closure","July 28, 2025","August 01, 2025"
"3rd St between Washington St & Broadway","D3","High","Closure","July 28, 2025","August 01, 2025"
"2nd St between Broadway and Franklin St","D3","High","Closure","July 28, 2025","August 01, 2025"
"2nd St between Washington St & Broadway","D3","High","Closure","July 28, 2025","August 01, 2025"
"2ndSt between Clay St and Washington St","D3","High","Closure","July 28, 2025","August 01, 2025"
"19th Ave between Solano Way and International Blvd","D2","High","Closure","July 28, 2025","August 01, 2025"
"19th Ave between E 12th St and Solano Way","D2","High","Closure","July 28, 2025","August 01, 2025"
"E. 12th Median : 14th Ave to 19th Ave","D2","High","Closure","July 28, 2025","August 01, 2025"
"Broadway between 5th and 6th","D2","High","Closure","July 28, 2025","August 01, 2025"
"Broadway between 4th St and 5th St","D2","High","Closure","July 28, 2025","August 01, 2025"
"4th st between Webster St & Franklin St","D2","High","Closure","July 28, 2025","August 01, 2025"
"4th st between Harrison st and Webster St","D2","High","Closure","July 28, 2025","August 01, 2025"
"Embarcadero West between Clay St and Washington St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Embarcadero West between Washington St and Broadway","D3","High","Closure","July 28, 2025","August 01, 2025"
"3rd St between Broadway and Franklin St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Embarcadero West between Clay St and Franklin St","D3","High","Closure","July 28, 2025","August 01, 2025"
"MLk between W Grand Ave & 23rd","D3","High","Closure","July 28, 2025","August 01, 2025"
"MLK between 23rd & 24th","D3","High","Closure","July 28, 2025","August 01, 2025"
"MLK between 24th & 25th","D3","High","Closure","July 28, 2025","August 01, 2025"
"17th Ave between E 12th St and Solano Way","D3","High","Closure","July 28, 2025","August 01, 2025"
"17th Ave between Solano Way and International Blvd","D3","High","Closure","July 28, 2025","August 01, 2025"
"Milton St between Market St and San Pablo Ave","D3","High","Closure","July 28, 2025","August 01, 2025"
"San Pablo Ave between 27th St and Milton St","D3","High","Closure","July 28, 2025","August 01, 2025"
"San Pablo Ave between Milton St & Mead Ave","D3","High","Closure","July 28, 2025","August 01, 2025"
"Castro St between 12th St & 14th St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Castro St between 14th St & 15th St","D3","High","Closure","July 28, 2025","August 01, 2025"
"23rd St. between MLK and San Pablo","D3","High","Closure","July 28, 2025","August 01, 2025"
"23rd St between MLK to Northgate","D3","High","Closure","July 28, 2025","August 01, 2025"
"Northgate Ave between W Grand Ave and 23rd St","D3","High","Closure","July 28, 2025","July 31, 2025"
"Northgate Ave between 23rd St and 24th St","D3","High","Closure","July 28, 2025","July 31, 2025"
"Northgate Ave between 24th St & 25th St","D3","High","Closure","July 28, 2025","July 31, 2025"
"Northgate Ave between 25th St & Sycamore St","D3","High","Closure","July 28, 2025","July 31, 2025"
"Northgate Ave between Sycamore St & 27th St","D3","High","Closure","July 28, 2025","July 31, 2025"
"MLk between W Grand Ave & 23rd","D3","High","Closure","July 28, 2025","July 31, 2025"
"MLK between 23rd & 24th","D3","High","Closure","July 28, 2025","July 31, 2025"
"MLK between 24th & 25th","D3","High","Closure","July 28, 2025","July 31, 2025"
"MLK between 25th St & Sycamore St","D3","High","Closure","July 28, 2025","July 31, 2025"
"MLK between Sycamore St & 26th St","D3","High","Closure","July 28, 2025","July 31, 2025"
"MLK between 26th St & 27th St","D3","High","Closure","July 28, 2025","July 31, 2025"
"Sycamore between Northgate and MLK","D3","High","Closure","July 28, 2025","July 31, 2025"
"Clay st between Embarcadero West and 2nd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Clay st between 2nd St and 3rd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Clay st between 3rd St and 4th St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Washington St between 2nd St & Embarcadero West","D3","High","Closure","July 28, 2025","August 01, 2025"
"Washington St between 2nd St & 3rd St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Washington St between 3rd St & 4th St","D3","High","Closure","July 28, 2025","August 01, 2025"
"Clay st between 3rd St and 4th St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Washington St between 2nd St & Embarcadero West","D3","High","Closure","July 23, 2025","July 25, 2025"
"Washington St between 2nd St & 3rd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Washington St between 3rd St & 4th St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Broadway between Embarcadero West and 2nd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Broadway between 2nd St and 3rd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Broadway between 3rd St & 4th St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Franklin st between Embarcadero West and 2nd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Franklin st between 2nd St and 3rd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Franklin st between 3rd St and 4th St","D3","High","Closure","July 23, 2025","July 25, 2025"
"4th St between Clay St and Washington St","D3","High","Closure","July 23, 2025","July 25, 2025"
"4th St between Washington St & Broadway","D3","High","Closure","July 23, 2025","July 25, 2025"
"4th St between Broadway and Franklin St","D3","High","Closure","July 23, 2025","July 25, 2025"
"3rd St between Clay St and Washington St","D3","High","Closure","July 23, 2025","July 25, 2025"
"3rd St between Washington St & Broadway","D3","High","Closure","July 23, 2025","July 25, 2025"
"3rd St between Broadway and Franklin St","D3","High","Closure","July 23, 2025","July 25, 2025"
"2ndSt between Clay St and Washington St","D3","High","Closure","July 23, 2025","July 25, 2025"
"2nd St between Washington St & Broadway","D3","High","Closure","July 23, 2025","July 25, 2025"
"2nd St between Broadway and Franklin St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Embarcadero West between Clay St and Franklin St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Embarcadero West between Washington St and Broadway","D3","High","Closure","July 23, 2025","July 25, 2025"
"Embarcadero West between Clay St and Washington St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Clay st between 2nd St and 3rd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Clay st between Embarcadero West and 2nd St","D3","High","Closure","July 23, 2025","July 25, 2025"
"Brush St between 20th St and 21st St","D3","High","Closure","July 21, 2025","July 25, 2025"
"E. 12th Median : 14th Ave to 19th Ave","D2","High","Closure","July 21, 2025","July 24, 2025"
"22nd St between Brush St & West St","D3","High","Closure","July 21, 2025","July 25, 2025"
"Brush St between 21st St and 22nd St","D3","High","Closure","July 21, 2025","July 25, 2025"
"Brush St between 22nd St and W Grand Ave","D3","High","Closure","July 21, 2025","July 25, 2025"
"E 15th St between 23rd Ave & Miller Ave","D3","High","Closure","July 21, 2025","July 25, 2025"
"42nd between MLK & Telegraph","D1","High","Closure","July 21, 2025","July 25, 2025"
"MLk between W Grand Ave & 23rd","D3","High","Closure","July 21, 2025","July 24, 2025"
"MLK between 23rd & 24th","D3","High","Closure","July 21, 2025","July 24, 2025"
"MLK between 24th & 25th","D3","High","Closure","July 21, 2025","July 24, 2025"
"23rd St. between MLK and San Pablo","D3","High","Closure","July 21, 2025","July 24, 2025"
"23rd St between MLK to Northgate","D3","High","Closure","July 21, 2025","July 24, 2025"
"35th St between Adeline St and Chestnut St","D3","High","Closure","July 21, 2025","July 24, 2025"
"35th St between Chestnut St and San Pablo Ave","D3","High","Closure","July 21, 2025","July 24, 2025"
"34th St between Adeline St and Chestnut St","D3","High","Closure","July 21, 2025","July 24, 2025"
"34th St between Chestnut St and San Pablo Ave","D3","High","Closure","July 21, 2025","July 24, 2025"
"Chestnut St between 35th St and 34th St","D3","High","Closure","July 21, 2025","July 24, 2025"
"Magnolia St between 35th St and 36th St","D3","High","Closure","July 21, 2025","July 24, 2025"
"Peralta St between Harlan St and 35th St","D3","High","Closure","July 21, 2025","July 24, 2025"
"Peralta St between 35th St and 36th St","D3","High","Closure","July 21, 2025","July 24, 2025"
"19th Ave between E 12th St and Solano Way","D2","High","Closure","July 21, 2025","July 24, 2025"
"19th Ave between Solano Way and International Blvd","D2","High","Closure","July 21, 2025","July 24, 2025"
"Miller Ave between E 15th St & E 16th St","D2","High","Closure","July 15, 2025","July 17, 2025"
"E 15th St between 23rd Ave and Miller Ave","D2","High","Closure","July 15, 2025","July 17, 2025"
"E 15th St between Miller Ave and 24th Ave","D2","High","Closure","July 15, 2025","July 17, 2025"
"23rd Ave between E 15th St and  E 16th St","D2","High","Closure","July 15, 2025","July 15, 2025"
"23rd Ave between International Blvd & E 15th St","D2","High","Closure","July 15, 2025","July 15, 2025"
"Miller Ave between International Blvd & E 15th St","D2","High","Closure","July 15, 2025","July 17, 2025"
"Hawley St between 71st Ave and 72nd Ave","D6","High","Closure","July 14, 2025","July 17, 2025"
"19th Ave between E 12th St and Solano Way","D2","High","Closure","July 14, 2025","July 18, 2025"
"19th Ave between Solano Way and International Blvd","D2","High","Closure","July 14, 2025","July 18, 2025"
"E. 12th Median : 14th Ave to 19th Ave","D2","High","Closure","July 14, 2025","July 18, 2025"
"MLk between W Grand Ave & 23rd","D3","High","Closure","July 14, 2025","July 18, 2025"
"MLK between 23rd & 24th","D3","High","Closure","July 14, 2025","July 18, 2025"
"MLK between 24th & 25th","D3","High","Closure","July 14, 2025","July 18, 2025"
"23rd St. between MLK and San Pablo","D3","High","Closure","July 14, 2025","July 18, 2025"
"23rd St between MLK to Northgate","D3","High","Closure","July 14, 2025","July 18, 2025"
"73rd Ave between Hawley St and Spencer St","D6","High","Closure","July 14, 2025","July 17, 2025"
"Hawley St between 72nd Ave and 73rd Ave","D6","High","Closure","July 14, 2025","July 17, 2025"
"23rd St between MLK to Northgate","D3","High","Closure","July 10, 2025","July 11, 2025"
"MLK between 24th & 25th","D3","High","Closure","July 10, 2025","July 11, 2025"
"MLK between 23rd & 24th","D3","High","Closure","July 10, 2025","July 11, 2025"
"MLk between W Grand Ave & 23rd","D3","High","Closure","July 10, 2025","July 11, 2025"
"23rd St. between MLK and San Pablo","D3","High","Closure","July 10, 2025","July 11, 2025"
"Castro St between 16th St & 17th St","D3","High","Closure","July 09, 2025","July 10, 2025"
"Castro St between 15th St & 16th St","D3","High","Closure","July 09, 2025","July 10, 2025"
"16th St between Castro St and MLK","D3","High","Closure","July 09, 2025","July 10, 2025"
"E 11th St & 23rd Ave","D5","High","Closure","July 07, 2025","July 09, 2025"
"Castro St between 14th St & 15th St","D3","High","Closure","July 07, 2025","July 11, 2025"
"Castro St between 12th St & 14th St","D3","High","Closure","July 07, 2025","July 11, 2025"
"Castro St between 11th St & 12th St","D3","High","Closure","July 07, 2025","July 11, 2025"
"2121 E. 12th St/23rd Ave and E. 12th St","D2","High","Closure","July 07, 2025","July 11, 2025"
"50th Ave between E 12th St & San Leandro St","D5","High","Closure","June 30, 2025","July 03, 2025"
"49th Ave between International Blvd and San Leandro St","D5","High","Closure","June 30, 2025","July 03, 2025"
"50th Ave between International Blvd & E 12th St","D5","High","Closure","June 30, 2025","July 03, 2025"
"48th Street between International Boulevard and San Leandro Street","D5","High","Closure","June 30, 2025","July 03, 2025"
"E. 12th St between 49th Ave and 50th Ave","D5","High","Closure","June 30, 2025","July 03, 2025"
"E. 12th St between 48th Ave and 49th Ave","D5","High","Closure","June 30, 2025","July 03, 2025"
"E. 12th St between 47th Ave and 48th Ave","D5","High","Closure","June 30, 2025","July 03, 2025"
"E. 12th St between 46th Ave and 47th Ave","D5","High","Closure","June 30, 2025","July 03, 2025"
