location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes,intervention_raw
"Cypress Freeway Memorial Park (FS3), 1301 Mandela Pkwy",D3,High,"April 20, 2022","April 21, 2022",2022-04-20,2022-04-21,1,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Cypress Freeway Memorial Park (FS3), 1301 Mandela Parkway, Oakland, CA",37.8199,-122.2891,known_place_lookup,,Closure
Lake Merritt: Cameron Stanford House,D3,High,"April 19, 2022","April 19, 2022",2022-04-19,2022-04-19,0,2022,4,2022-04,pre_grants_pass,Closure,,False,True,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure  (UNABLE TO BE EXECUTED)
Lake Merritt: Grand Avenue,D3,High,"April 18, 2022","April 18, 2022",2022-04-18,2022-04-18,0,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure  at Lakeside Park (large structure and additional 7 tents)
Lake Merritt: 563 Pergola,D3,High,"April 18, 2022","April 18, 2022",2022-04-18,2022-04-18,0,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure at The Pergola at Lake Merritt
Peralta Park,D2,High,"March 30, 2022","March 31, 2022",2022-03-30,2022-03-31,1,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Peralta Park, Oakland, CA",37.8175,-122.2779,known_place_lookup,,Closure
Mosswood Park,D3,High,"March 29, 2022","March 29, 2022",2022-03-29,2022-03-29,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,dog park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Deep Cleaning at Mosswood Dog Park
Lake Merritt: Grand Avenue,D3,High,"March 24, 2022","March 24, 2022",2022-03-24,2022-03-24,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure  at Lakeside Park (large structure and additional 7 tents)
Lake Merritt: 563 Pergola,D3,High,"March 24, 2022","March 24, 2022",2022-03-24,2022-03-24,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure
Lake Merritt: Grand Avenue,D3,High,"March 07, 2022","March 07, 2022",2022-03-07,2022-03-07,0,2022,3,2022-03,pre_grants_pass,Closure,,False,True,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure (UNABLE TO BE EXECUTED)
Mosswood Park,D3,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Deep Cleaning at Mosswood
Mosswood Park,D3,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,dog park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Deep Cleaning at Dog Park
East Dr between E 10th St and Lake Merritt Blvd,D3,High,"January 24, 2022","January 24, 2022",2022-01-24,2022-01-24,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"East Drive between E 10th Street and Lake Merritt Boulevard, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Deep Cleaning
Peralta Park,D2,High,"January 24, 2022","January 24, 2022",2022-01-24,2022-01-24,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Peralta Park, Oakland, CA",37.8175,-122.2779,known_place_lookup,,Deep Cleaning
Mosswood Park,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Partial Closure,,False,False,False,False,dog park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Partial Closure at Dog Park
Mosswood Park,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Partial Closure at 3505 Broadway
Mosswood Park,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Partial Closure at Mosswood Park
Lake Merritt: Dock at 150 Lakeside Dr/ Lakeside/19th/Madison,D3,High,"December 27, 2021","December 27, 2021",2021-12-27,2021-12-27,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure
Lafayette Square Park,D3,High,"December 15, 2021","December 16, 2021",2021-12-15,2021-12-16,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,,Closure
Clinton Park,D2,High,"December 13, 2021","December 14, 2021",2021-12-13,2021-12-14,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,True,,named_place,"Clinton Park, Oakland, CA",37.8082,-122.2544,known_place_lookup,,Closure with AA
East Dr between E 10th St and Lake Merritt Blvd,D3,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"East Drive between E 10th Street and Lake Merritt Boulevard, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Deep Cleaning
Lake Merritt Blvd Underpass Near Peralta Park,D2,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Lake Merritt Boulevard Underpass Near Peralta Park, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Deep Cleaning
Peralta Park,D2,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Peralta Park, Oakland, CA",37.8175,-122.2779,known_place_lookup,,Deep Cleaning
"Cypress Freeway Memorial Park (FS3), 1301 Mandela Pkwy",D3,High,"November 29, 2021","November 30, 2021",2021-11-29,2021-11-30,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,True,,named_place,"Cypress Freeway Memorial Park (FS3), 1301 Mandela Parkway, Oakland, CA",37.8199,-122.2891,known_place_lookup,,Closure with AA
Lafayette Square Park,D3,High,"November 15, 2021","November 15, 2021",2021-11-15,2021-11-15,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,,Closure
Lake Merritt: Dock at 150 Lakeside Dr/ Lakeside/19th/Madison,D3,High,"October 11, 2021","October 11, 2021",2021-10-11,2021-10-11,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure
Lafayette Square Park,D3,High,"August 31, 2021","August 31, 2021",2021-08-31,2021-08-31,0,2021,8,2021-08,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,,Partial Closure
Mosswood Park,D3,High,"August 10, 2021","August 12, 2021",2021-08-10,2021-08-12,2,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,entire park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Closure entire park
Mosswood Park,D3,High,"July 21, 2021","July 21, 2021",2021-07-21,2021-07-21,0,2021,7,2021-07,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Closure at Mosswood House (Fencing)
Lake Merritt: Walkway between Harrison St between 21st St &  Grand Ave,D3,High,"July 19, 2021","July 19, 2021",2021-07-19,2021-07-19,0,2021,7,2021-07,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure
Lake Merritt: 563 Pergola,D3,High,"July 12, 2021","July 12, 2021",2021-07-12,2021-07-12,0,2021,7,2021-07,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,,Closure
Helen Mc Gregor Plaza,D1,High,"June 01, 2021","June 01, 2021",2021-06-01,2021-06-01,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Helen Mc Gregor Plaza, Oakland, CA",37.804,-122.268,known_place_lookup,,Closure
Courtland Creek Park,D4,High,"May 18, 2021","May 18, 2021",2021-05-18,2021-05-18,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Courtland Creek Park, Oakland, CA",37.776,-122.1926,known_place_lookup,,Closure
Mosswood Park,D3,High,"May 13, 2021","May 13, 2021",2021-05-13,2021-05-13,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,,Closure at Mosswood House (Fencing)
Union Point Park,D5,High,"March 30, 2021","March 30, 2021",2021-03-30,2021-03-30,0,2021,3,2021-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Union Point Park, Oakland, CA",37.7742,-122.2316,known_place_lookup,,Closure
Union Point Park,D5,High,"March 09, 2021","March 11, 2021",2021-03-09,2021-03-11,2,2021,3,2021-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Union Point Park, Oakland, CA",37.7742,-122.2316,known_place_lookup,,Closure
Union Point Park,D5,High,"February 09, 2021","February 11, 2021",2021-02-09,2021-02-11,2,2021,2,2021-02,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Union Point Park, Oakland, CA",37.7742,-122.2316,known_place_lookup,,Closure
23rd St. between MLK and San Pablo,D3,High,"November 24, 2025","November 26, 2025",2025-11-24,2025-11-26,2,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",37.813633725,-122.2734581,overpass_midpoint,,Closure
San Pablo Ave between 23rd St and W Grand Ave,D3,High,"November 24, 2025","November 26, 2025",2025-11-24,2025-11-26,2,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 23rd Street and West Grand Avenue, Oakland, CA",37.813307625,-122.274182975,overpass_midpoint,,Closure
San Pablo Ave between W Grand Ave & MLK,D3,High,"November 24, 2025","November 26, 2025",2025-11-24,2025-11-26,2,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.811615875,-122.27364385833332,overpass_midpoint,,Closure
MLK between San Pablo Ave & W Grand Ave,D3,High,"November 24, 2025","November 26, 2025",2025-11-24,2025-11-26,2,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between San Pablo Avenue & West Grand Avenue, Oakland, CA",37.81150625,-122.27303013333332,overpass_midpoint,,Closure
MLk between W Grand Ave & 23rd,D3,High,"November 24, 2025","November 26, 2025",2025-11-24,2025-11-26,2,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",37.812985725,-122.27266975,overpass_midpoint,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"November 24, 2025","November 26, 2025",2025-11-24,2025-11-26,2,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.812659625,-122.273394625,overpass_midpoint,,Closure
5th ST/5th ST and Washington,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"5th ST, Oakland, CA",37.8029365,-122.2891169,nominatim,,Closure
37th Ave between E. 9th St and San Leandro St,D5,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"37th Avenue between East 9th Street and San Leandro Street, Oakland, CA",37.7725407,-122.22292355,overpass_midpoint,,Closure
MLK between San Pablo Ave & W Grand Ave,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between San Pablo Avenue & West Grand Avenue, Oakland, CA",37.81150625,-122.27303013333332,overpass_midpoint,,Closure
Washington St between 4th St and 5th St,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 4th Street and 5th Street, Oakland, CA",37.7982736,-122.27651485,overpass_midpoint,,Closure
San Pablo Ave between W Grand Ave & MLK,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.811615875,-122.27364385833332,overpass_midpoint,,Closure
San Pablo Ave between 23rd St and W Grand Ave,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 23rd Street and West Grand Avenue, Oakland, CA",37.813307625,-122.274182975,overpass_midpoint,,Closure
MLk between W Grand Ave & 23rd,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",37.812985725,-122.27266975,overpass_midpoint,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.812659625,-122.273394625,overpass_midpoint,,Closure
23rd St. between MLK and San Pablo,D3,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",37.813633725,-122.2734581,overpass_midpoint,,Closure
San Pablo Ave between 59th St & 60th St,D1,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 59th Street & 60th Street, Oakland, CA",37.842623841666665,-122.283626225,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
59th St between Herzog St and San Pablo Ave,D1,High,"November 17, 2025","November 21, 2025",2025-11-17,2025-11-21,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"59th Street between Herzog Street and San Pablo Avenue, Oakland, CA",37.84223541666667,-122.28281035,overpass_midpoint,,Closure
San Pablo Ave between W Grand Ave & MLK,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.811615875,-122.27364385833332,overpass_midpoint,,Closure
San Pablo Ave between 23rd St and W Grand Ave,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 23rd Street and West Grand Avenue, Oakland, CA",37.813307625,-122.274182975,overpass_midpoint,,Closure
23rd St. between MLK and San Pablo,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",37.813633725,-122.2734581,overpass_midpoint,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.812659625,-122.273394625,overpass_midpoint,,Closure
MLk between W Grand Ave & 23rd,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",37.812985725,-122.27266975,overpass_midpoint,,Closure
MLK between San Pablo Ave & W Grand Ave,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between San Pablo Avenue & West Grand Avenue, Oakland, CA",37.81150625,-122.27303013333332,overpass_midpoint,,Closure
Median at Peralta St and 32nd St,D3,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Deep Cleaning,,False,False,False,False,,intersection,"Median at Peralta Street and 32nd Street, Oakland, CA",37.8241954,-122.28371745,overpass_direct,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Deep Cleaning
36th Ave between Foothill Blvd and Harper St,D5,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"36th Avenue between Foothill Boulevard and Harper Street, Oakland, CA",37.7817925,-122.2173066,overpass_midpoint,,Closure
Foothill Blvd between Crosby Ave and Harrington Ave,D5,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between Crosby Avenue and Harrington Avenue, Oakland, CA",37.78070765,-122.2182857,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Foothill Blvd between Crosby Ave & 36th Ave,D5,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between Crosby Avenue & 36th Avenue, Oakland, CA",37.7811885,-122.21879304999999,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Crosby Ave between Foothill Blvd and Harper St,D5,High,"November 10, 2025","November 14, 2025",2025-11-10,2025-11-14,4,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Crosby Avenue between Foothill Boulevard and Harper Street, Oakland, CA",37.782367,-122.2177908,overpass_midpoint,,Closure
Cul-de-sac at 73rd Ave and Herbert Guice Way,D6,High,"November 06, 2025","November 07, 2025",2025-11-06,2025-11-07,1,2025,11,2025-11,post_newsom_order,Closure,,False,False,False,False,,intersection,"Cul-de-sac at 73rd Avenue and Herbert Guice Way, Oakland, CA",37.7580189,-122.1890101,overpass_direct,,Closure
